348,USPS,4.31
349,USPS,11.92
350,FedEx,6.33
351,USPS,14.10
352,USPS,0.94
353,USPS,5.56
354,FedEx,7.98
355,USPS,6.98
356,USPS,8.06
357,UPS,2.81
358,UPS,7.62
359,USPS,1.30
360,FedEx,14.87
361,FedEx,10.03
362,FedEx,9.91
363,USPS,5.66
364,UPS,0.46
365,USPS,13.37
366,USPS,14.62
367,FedEx,5.65
368,FedEx,14.93
369,USPS,14.44
370,UPS,7.35
371,FedEx,4.91
372,USPS,5.11
373,USPS,7.28
374,USPS,8.12
375,UPS,11.58
376,UPS,0.75
377,UPS,8.03
378,UPS,6.32
379,FedEx,12.45
380,UPS,12.72
381,USPS,5.38
382,USPS,8.46
383,UPS,10.80
384,USPS,12.42
385,UPS,14.96
386,USPS,1.51
387,FedEx,5.32
388,USPS,6.26
389,USPS,8.53
390,USPS,10.82
391,UPS,11.87
392,USPS,6.69
393,USPS,5.10
394,FedEx,7.57
395,FedEx,0.78
396,UPS,4.04
397,USPS,5.38
398,FedEx,1.05
399,UPS,2.86
400,USPS,9.23
401,FedEx,4.38
402,USPS,12.98
403,USPS,5.84
404,USPS,5.41
405,FedEx,13.81
406,FedEx,5.10
407,USPS,1.08
408,UPS,9.53
409,FedEx,14.41
410,USPS,5.08
411,USPS,10.62
412,USPS,7.52
413,UPS,11.57
414,FedEx,14.83
415,UPS,2.34
416,USPS,6.39
417,UPS,8.98
418,FedEx,10.78
419,UPS,13.83
420,FedEx,10.35
421,UPS,14.88
422,USPS,0.65
423,FedEx,1.40
424,FedEx,1.77
425,FedEx,11.48
426,UPS,8.42
427,FedEx,3.66
428,UPS,3.25
429,FedEx,10.86
430,UPS,4.31
431,UPS,6.02
432,UPS,14.61
433,FedEx,8.87
434,USPS,10.93
435,FedEx,12.46
436,FedEx,2.97
437,FedEx,14.91
438,USPS,2.03
439,UPS,13.09
440,USPS,14.84
441,USPS,2.18
442,UPS,6.42
443,FedEx,5.56
444,USPS,12.28
445,UPS,4.87
446,USPS,7.28
447,USPS,10.99
448,USPS,11.81
449,USPS,1.10
450,FedEx,9.82
451,USPS,12.52
452,USPS,12.05
453,USPS,10.28
454,UPS,12.22
455,FedEx,6.61
456,FedEx,3.45
457,FedEx,6.49
458,UPS,1.11
459,FedEx,9.07
460,USPS,11.81
461,USPS,0.02
462,UPS,0.07
463,UPS,10.18
464,FedEx,9.69
465,UPS,11.90
466,USPS,14.91
467,UPS,5.04
468,UPS,14.33
469,FedEx,5.75
470,USPS,8.37
471,UPS,5.89
472,UPS,10.64
473,UPS,1.05
474,FedEx,14.02
475,UPS,6.86
476,FedEx,5.52
477,UPS,6.24
478,UPS,1.27
479,UPS,9.99
480,UPS,14.96
481,USPS,1.04
482,USPS,8.43
483,FedEx,4.83
484,USPS,0.29
485,USPS,9.57
486,USPS,4.84
487,UPS,8.53
488,UPS,8.99
489,UPS,10.37
490,FedEx,5.23
491,USPS,13.44
492,USPS,5.31
493,FedEx,4.08
494,USPS,12.23
495,FedEx,12.09
496,UPS,6.77
497,FedEx,0.57
498,UPS,1.50
499,FedEx,0.48
500,UPS,11.76

