230,24
230,27
230,3
230,6
231,16
231,19
231,21
231,26
231,29
231,9
232,13
232,21
233,23
234,14
234,20
234,21
234,7
235,16
235,17
235,21
235,22
235,27
235,8
236,18
236,28
236,6
237,1
237,17
237,20
237,21
237,30
237,8
238,14
238,2
238,25
238,29
238,3
238,5
239,28
239,9
24,11
24,27
24,30
240,1
240,18
240,2
240,20
240,27
241,2
241,25
242,10
242,15
242,23
242,4
243,24
244,16
245,13
245,18
245,22
245,25
245,8
246,19
247,1
247,15
247,19
247,7
248,14
248,16
248,21
249,10
249,12
249,29
25,12
25,22
25,26
25,29
25,7
250,14
250,15
250,18
250,22
250,28
251,10
251,29
252,1
252,14
252,17
252,30
252,7
253,10
253,6
254,22
254,26
255,5
256,12
256,6
256,9
258,13
258,29
258,7
258,9
259,11
259,17
259,20
259,22
259,30
259,9
26,17
260,11
260,17
260,2
260,5
260,7
261,23
261,27
262,20
262,21
262,23
262,25
262,28
262,30
263,1
263,13
263,14
263,19
263,25
263,3
264,21
264,4
265,11
265,21
265,27
266,1
266,19
266,2
266,20
266,21
266,25
266,5
267,10
267,14
267,7
268,14
268,15
268,16
268,2
268,21
268,30
269,17
269,22
269,27
269,29
269,30
269,4
269,5
270,21
270,26
270,3
270,6
271,2
271,23
271,28
271,5
272,25
273,10
273,16
273,18
273,7
274,11
274,12
274,13
274,17
274,19
274,25
274,28
274,5
274,6
275,26
275,6
276,1
276,16
276,20
276,6
277,1
277,30
277,5
277,6
278,14
278,16
279,6
279,9
28,10
28,27
28,5
280,12
280,27
280,4
281,1
281,17
281,21
281,28
281,8
282,17
282,19
282,2
282,22
282,29
282,8
283,22
283,24
283,26
283,4
284,1
284,15
284,18
284,9
285,19
285,24
285,29
285,4
285,7
286,25
286,4
287,12
287,18
287,20
287,25
287,4
288,13
288,3
288,6
288,8
289,13
289,14
289,22
289,25
289,26
289,27
289,3
289,30
289,5
289,6
289,9
29,21
290,10
290,15
290,28
291,10
291,25
292,1
292,15
292,18
292,2
292,22
292,23
293,2
294,17
294,21
294,30
296,13
296,15
297,17
297,23
297,4
298,27
298,30
298,4
298,6
298,7
299,18
299,19
299,21
299,25
299,5
299,6
299,9
3,23
3,25
3,7
3,9
30,12
30,14
30,8
300,15
300,18
301,12
301,14
301,3
301,30
302,11
302,14
302,2
302,27
302,6
302,9
303,28
303,30
304,1
304,13
304,25
304,30
304,5
304,8
305,14
305,15
305,6
305,8
306,15
306,18
306,8
306,9
307,12
307,15
307,23
307,26
307,4
308,10
308,15
309,1
309,11
309,14
309,16
309,20
309,29
31,18
31,19
310,12
310,15
311,20
311,5
311,6
312,1
312,11
312,29
312,7
313,12
313,15
313,2
313,23
313,24
313,27
313,7
314,15
314,18
314,2
314,22
314,7
314,8
315,11
315,12
315,19
315,23
315,29
316,13
316,25
316,4
317,1
317,15
317,19
317,2
317,28
317,5
318,12
318,29
318,5
318,9
319,21
319,3
319,30
319,7
32,12
32,21
32,26
32,30
32,9
320,17
320,2
320,23
321,13
321,21
321,5
322,11
322,14
322,20
322,26
323,10
324,2
324,8
325,26
325,28
326,11
326,20
326,23
326,5
326,6
327,27
328,15
328,2
328,26
328,27
328,29
328,5
329,12
329,21
329,27
329,3
329,7
33,25
330,23
331,11
331,13
331,26
331,29
332,20
332,22
332,23
332,24
332,5
333,16
333,27
333,7
333,8
334,13
334,15
334,16
334,28
334,3
334,9
335,12
335,17
335,21
335,24
335,3
335,5
336,11
336,13
336,18
336,28
336,4
336,8
337,13
337,19
337,2
337,27
337,4
338,30
338,4
338,5
338,7
338,8
339,17
339,19
339,20
339,4
339,5
34,15
34,21
34,3
34,4
340,12
340,16
340,19
340,24
341,22
341,26
341,27
342,1
342,24
342,26
342,6
343,10
343,15
343,16
343,22
343,27
343,29
344,12
344,29
344,4
345,20
345,24
346,15
346,6
346,9
347,11
347,12
347,18
347,9
348,4
349,18
349,21
349,23
349,26
349,7
35,17
35,19
35,2
35,23
35,30
350,13
350,15
350,9
351,23
351,27
351,7
352,12
352,6
352,8
353,15
353,24
353,25
353,4
354,15
354,18
354,27
355,10
355,18
355,27
355,6
355,9
356,17
356,22
356,25
356,7
357,10
357,13
357,17
357,2
357,21
357,3
358,10
358,11
358,22
358,28
359,17
359,19
359,29
359,7
36,11
36,14
36,15
36,16
36,2
36,22
36,26
36,28
36,7
360,13
360,17
360,18
360,7
361,21
361,29
362,4
362,5
363,1
363,12
364,12
364,19
364,21
364,23
364,25
364,3
364,5
364,6
365,21
365,24
365,3
366,12
366,21
366,23
366,28
366,3
367,23
367,26
367,29
367,3
368,10
368,19
368,23
368,24
369,20
369,22
369,25
369,26
369,30
369,9
37,15
370,11
371,12
371,13
371,21
371,24
371,8
371,9
372,1
372,11
372,20
372,6
373,15
373,5
373,7
373,8
374,10
374,19
374,26
374,28
374,9
375,11
375,19
375,6
376,14
376,18
376,7
377,14
377,19
377,25
377,26
377,3
377,30
377,8
378,4
379,14
379,15
379,27
379,3
38,11
38,18
38,20
38,29
38,30
380,13
380,15
380,16
380,17
380,29
381,12
381,17
381,25
381,3
381,30
382,1
382,10
382,12
382,16
382,3
383,13
383,25
383,27
383,28
383,5
384,12
384,21
384,29
385,10
385,17
385,18
385,4
385,6
385,8
386,11
386,17
387,1
387,24
388,15
388,20
388,22
389,11
389,15
389,2
389,22
389,24
389,9
39,1
39,10
39,13
39,15
39,2
39,20
39,6
390,19
391,1
391,13
392,10
392,14
392,26
393,26
394,18
394,2
394,24
394,25
394,30
394,4
394,7
395,13
395,28
396,13
396,23
396,29
396,3
396,4
397,4
398,10
398,11
398,18
398,2
398,28
399,11
4,12
40,11
40,19
40,21
40,25
40,7
40,8
400,10
400,2
400,30
401,15
401,21
401,7
402,14
402,2
402,28
402,3
403,2
403,28
403,5
404,14
404,16
404,19
404,23
404,4
405,10
405,18
406,19
406,24
406,30
407,10
407,23
407,29
407,3
407,8
408,1
408,10
408,11
408,25
408,7
409,10
409,24
409,29
409,3
41,17
41,21
41,24
41,6
41,8
410,5
411,27
411,30
412,16
412,17
412,30
413,22
413,25
413,26
413,6
414,15
414,26
414,5
415,10
415,21
416,18
416,21
416,30
416,4
417,18
417,7
418,15
418,20
418,29
419,10
419,13
419,14
419,16
419,20
419,22
419,3
42,14
42,15
420,25
420,7
421,11
421,20
421,24
421,4
422,20
422,24
423,10
423,16
423,18
423,2
423,26
423,28
423,29
423,5
424,12
424,16
424,18
425,16
425,22
426,16
426,27
427,1
427,20
427,29
428,16
428,17
428,20
428,5
428,9
429,1
429,11
429,15
429,29
429,5
43,22
43,25
43,7
430,1
430,10
430,20
430,28
430,8
431,17
431,23
431,27
431,28
431,5
432,22
432,27
433,16
433,2
433,22
433,3
433,4
434,12
434,14
434,15
434,24
435,12
435,2
435,21
436,11
436,23
436,7
437,2
437,30
438,10
438,18
438,22
438,4
438,8
439,10
439,2
439,20
439,27
439,5
439,6
44,1
44,20
44,30
440,13
440,23
440,30
440,9
441,11
441,24
442,20
442,21
442,25
442,9
443,19
443,26
444,12
444,15
444,22
445,20
445,5
445,9
446,10
446,15
446,21
446,23
447,13
447,17
447,26
447,30
448,29
449,10
449,25
449,28
449,6
449,9
45,10
45,13
450,12
450,15
450,16
450,2
451,16
451,20
451,21
451,26
451,29
452,13
452,19
452,2
452,3
452,8
453,1
453,14
453,16
453,23
453,4
453,8
454,10
454,12
454,15
454,16
454,30
455,1
456,18
456,26
456,3
457,18
457,2
457,21
458,14
458,20
458,28
459,29
46,20
460,10
460,30
461,21
462,10
462,12
462,14
462,20
463,15
463,18
463,23
463,4
464,11
464,14
464,21
464,7
465,13
465,19
465,29
465,9
466,10
466,11
466,15
466,23
466,30
467,18
467,19
467,25
467,3
467,30
468,11
468,20
468,24
469,23
47,11
47,15
470,10
470,11
470,15
470,16
470,23
470,26
470,3
471,20
471,21
471,30
472,1
472,15
472,22
472,5
473,12
473,17
473,2
473,6
474,10
474,24
474,29
475,18
475,20
475,26
475,7
476,4
477,17
477,19
477,25
477,28
477,6
478,3
478,8
479,12
479,13
479,6
479,7
479,9
48,14
48,25
480,1
480,11
480,13
480,15
480,3
480,7
480,8
480,9
481,10
481,11
481,12
481,18
481,2
481,24
481,30
482,17
482,18
482,21
482,22
482,28
482,9
483,19
483,23
484,15
484,22
484,23
484,8
484,9
485,13
485,15
485,19
485,20
485,5
485,7
486,15
486,8
487,1
487,25
487,26
487,27
487,8
488,11
488,23
488,26
488,28
488,7
489,10
489,16
489,9
49,1
49,26
49,3
490,1
490,16
490,19
490,2
490,20
490,28
490,3
491,11
491,16
491,20
491,21
491,23
492,15
492,17
492,27
493,22
493,29
494,13
494,22
494,6
494,7
494,9
495,16
495,18
495,22
495,29
495,3
495,4
496,26
496,27
496,5
497,12
497,16
497,26
498,12
498,22
499,17
499,18
499,6
499,7
5,13
5,14
5,24
50,10
50,2
50,29
500,14
500,8
51,12
51,21
51,22
51,27
52,1
52,2
52,26
53,15
53,2
53,28
53,3
53,7
54,10
54,15
54,27
55,18
55,19
55,22
55,23
56,19
56,23
56,4
57,11
57,16
57,23
57,24
57,28
58,25
58,5
59,1
59,19
59,25
6,15
6,16
6,26
60,5
61,2
61,21
61,22
62,12
62,15
62,18
62,24
63,7
64,1
64,13
64,19
64,22
64,25
65,13
65,23
65,3
67,1
67,29
67,4
68,4
68,6
68,7
69,10
69,14
69,17
69,2
69,30
7,21
7,6
70,16
70,25
71,1
71,2
72,1
72,11
72,23
72,25
72,28
73,24
73,27
73,3
73,4
74,21
74,27
74,4
75,12
75,13
75,18
75,20
75,21
75,24
75,5
76,2
76,21
76,4
77,14
78,10
78,16
78,7
79,21
79,22
79,28
8,2
8,27
80,1
80,25
80,26
80,3
81,17
82,11
82,15
83,3
84,11
84,17
84,18
84,25
84,28
84,30
85,24
85,3
85,7
86,10
86,21
86,29
86,7
86,8
87,29
88,11
88,14
88,18
88,24
89,13
89,2
89,29
90,16
90,29
91,1
91,14
91,2
91,25
91,27
91,4
92,26
93,14
93,15
93,21
93,30
93,8
93,9
94,12
94,13
94,25
94,27
94,5
95,12
95,29
95,3
96,3
96,8
96,9
97,1
97,11
97,22
97,30
97,7
98,11
98,14
98,23
98,6
99,17
99,19
99,25
